DISTRICT_NAME|CUSTOMER_ID|SECTOR_NAME|INDUSTRY_NAME|GENDER|NATIONALITY|MARITAL_STATUS|EDU_BG|PLACE_BIRTH|SUB_CITY|TOWN_COUNTRY|OCCUPATION|CUS_SALRG|NET_MONTHLY_OUT|NO_ACCT_TYPE|NO_ACCOUNTS|CUST_DATE|CHANNEL|MB_DATE|KPI_STATUS|CARD_USER|AVG_BAL|AVG_NO_TXN_FT|AVG_NO_TXN_TT_CR|AVG_NO_TXN_TT_DB|LAST_VISIT_DATE
ADAMA DISTRICT|gAAAAABnTu6K0aV3nwdpGHK1ippEeikgYHj2zpm6jD7iqtTYa1T45O7Na-03kkLinfbR_M95zM6jHo9whVhChBYaIWztp2X21A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|GUARGE|EAST SHEWA|ADAMA|PRIVATE|20001-30000|25000YR300000 |3|4|4/26/2016|USSD|7/25/2023|ACTIVE|1|864.893333333333|6.91666666666667|3.83333333333333|0.916666666666667|11/22/2024
EAST ADDIS DISTRICT|gAAAAABnTu6K_NyZSbNNttHP90HDTq0b739ndszxdh_EBB5-EbJbnWFxOcRH9hipt0CVEeq6m4_hWg9F2hpiqDIb_V1-xi8Ejw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|NAV|-|AA|PRIVATE||NOTAVALIABLEYR0 |1|2|4/15/2022|USSD|6/17/2024|INACTIVE|1|34743.4416666667|5.58333333333333|0.0833333333333333|1.0|11/17/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KMePdpmcfuWoqpco9DjITXuALydm9c1wZQ_owFY3ekbchiTD2EZO4vX7lRvwqju7TiHgrxsRr1lRzoS-t_58Ltg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Not Available|HAGEREMARIAM|N/SHOA|DEBREBIRHAN|FARMER||2000.00YR24000|1|1|9/9/2023|USSD|7/17/2024|ACTIVE|1|10006.9533333333|1.5|2.0|1.5|11/11/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KPzitenhpdjqO5DwClN23ZVJZFDbp0FlVwXVmGls2nYOwi5eOSR6LfktxsgoBMmIzMq91SlTJXouHGOwRGF1KnA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|SNNPR|ODAD|SNNPR|PRIVATE|1000-10000|6000.00YR72000|4|5|11/3/2022|USSD|3/28/2024|ACTIVE|1|1927.10666666667|16.25|1.0|0.916666666666667|11/20/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KcihTmu8GXyHPl1YAoqTlNEgqdwwFZSAEssBIlND7xbrZk6aSiD9rHsfULfcUJxZ2VSEPshKwxtbM6pC-PxNAFQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|BDR|BDR|BDR|JOB SEEKER||NOTAVALIABLEYR0 |1|1|8/23/2022|USSD|11/28/2023|ACTIVE|1|27964.8083333333|4.41666666666667|0.25|1.16666666666667|11/4/2024
DESSIE DISTRICT|gAAAAABnTu6KHwCzmb3xSCIPYY5NTQheDDBsgXKrQlNlbRrc98zznVM1-5lILN8rwz5XrR3QC4Fc8TNhl1xBFzEte7WuXcw4lA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|DESSIE|S/WOLLO|DESSIE|EMPLOYED||NOTAVALIABLEYR0|1|1|6/1/2023|USSD|5/4/2024|ACTIVE|1|4851.43333333333|26.0833333333333|0.416666666666667|1.5|11/5/2024
HAWASA DISTRICT|gAAAAABnTu6KAZp3103a-A-WNEZAGetrQTgnYJjqp0q-DKydMviJ3bk4lTVKmvBW9IDZrEbQ7kHHz0m5R5QF2Ad32jwLw5cd-g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|KONSO|KONSO|KARAT|NONE||NOTAVALIABLEYR0 |1|1|11/7/2022|USSD|11/7/2024|INACTIVE|1|54.4425|0.25|0.166666666666667|0.0833333333333333|11/15/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KcdcwcPrqP40iicHvN4nDJyAyIMU19Yu5ZGIBBr1p_8wrIbR45d_sUe6rnCR5zrwCLP33oyoDKdpsk44l3JkwJg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|ASMARA|BAHARDAR|BAHARDAR|SELF EMPLOYED|1000-10000|NOTAVALIABLE YR 0|1|1|4/26/2018|USSD|8/21/2024|ACTIVE|1|92.2|6.0|0.416666666666667|0.75|11/16/2024
JIMMA DISTRICT|gAAAAABnTu6Ktz5wVMCY-zLo-CJyxGNv7LF-BqbXPs_7ECgTumPWqOSuRH4GhliKonEdi-nETeN0vDML92RfRc3TtqNokDoHzQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Illiterate|DESE|WOLO|DESE|MATI GERMENT PLC||NOTAVALIABLEYR0|1|1|3/25/2024|USSD|3/25/2024|INACTIVE|0|966.271666666667|0.5|||4/11/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KfYksMgGE1RarJYdZUfC74v8YP6xRH5rGF367W4cwC8yk5582Hri-13u3HiB2sIgK94Pd1zSFc4_5jNlNF1B_fQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ALIYUANBA|N/SHOA|ANKOBER|Private||NOTAVALIABLEYR0 |1|1|1/14/2022|USSD|8/24/2023|ACTIVE|1|1463.69166666667|3.08333333333333|1.08333333333333|3.16666666666667|11/18/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KAtvDipAuSSc-tTfB104atSv5z9FNhqSC0cbhNQkAm0OqvySR-r_--9dFwqp20PgQ1rD6KxyBs9yEQOvNDCqC9g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|ADDIS ZEMEN|SOUTH GONDAR|ADDIS ZEMEN|MERCHANT||7000YR84000 |1|2|6/22/2018|USSD|8/24/2023|ACTIVE|1|489.406666666667|10.3333333333333|0.166666666666667|0.0833333333333333|11/9/2024
BAHIRDAR DISTRICT|gAAAAABnTu6Ke9jjOexkSOWBBD3FY78EQmDWQWdgqfpzSSoyq01AHGHDBv1WaW0LBRoVyrW5UwCNpcjfFSRSnDkSivgp5oQMvg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|BURE|W/ GOJJAM|BURE|DIRVER||25003YR300036|1|1|3/19/2018|USSD|4/4/2024|ACTIVE|1|8225.155|3.75|0.666666666666667|1.83333333333333|11/16/2024
ADAMA DISTRICT|gAAAAABnTu6KIvuvpEO3QbDePENyQdnegWTLadoW-RkGLqt6zDuPsHp_l1tofXoFSXCbNjC0-db4Rch3g-kRxvTr5VMKwP8kKw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Degree|ARSI|OLENCHITY|OLENCHITY|SELF EMPLOYED|1000-10000|1000.00YR12000|2|2|8/17/2021|USSD|9/19/2024|ACTIVE|1|114.045833333333|4.83333333333333|0.916666666666667|0.666666666666667|11/18/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KJpuCpNPuVbV4f2OC6ibkM65padkxG7EGSveE0vjQSQZcKZ8Y4RloT0CFXdTzQgInO9lSb23bkwLke7AjE0r7hw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Diploma|AA|YEKA|ADDIS ABABA|PREVET|1000-10000|5000.00YR60000|1|3|9/8/2023|USSD|11/21/2023|INACTIVE|1|296.3025|0.916666666666667|0.583333333333333|0.916666666666667|5/19/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KFjJsUJ1A12KoNM5WmoE7vS0lVuG4c3YoKwKIeki2URSE5fGffIlrHRxqEEzNMLfg-4MZG8XAXs3prnvDZbBw5g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|DB|ATSEZERA YAKOB|DEBRE BIRHAN|PRIVET|1000-10000|4000.00YR48000|3|3|3/17/2021|USSD|10/15/2024|ACTIVE|1|3926.1125|6.66666666666667|0.583333333333333|1.25|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6KI9W7GxLJhe3dy89l1vsbvzQhiOYISMaruWq_vrA76G-Tvur1YZZSdhZ5oV2K9Q6B9UUbZuvXcrsDg5xhJmiTbw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|KOMBOLCHA|S/WOLLO|BAHIRDAR|PRIVATE|1000-10000|3000.00YR36000|3|4|4/23/2021|USSD|11/14/2023|ACTIVE|1|9166.13|25.25|3.91666666666667|0.75|11/20/2024
HAWASA DISTRICT|gAAAAABnTu6KwUq0TSOI5zOVy6eBFR7zt6A8t-tG61SRQuVnyhzcpERwvfJputW7jpY0VG6IIMXZL8_Pl_bcKYkcHV_d-VZVYw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|HOSSAENA|HADIYA|HOSSANA|SELF EMPLOYED|1000-10000|1000 YR 12000 |1|1|11/20/2020|USSD|2/1/2024|INACTIVE|1|18751.0425|3.41666666666667|0.25|0.5|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KH4BTG_Em6ua6HgVA09b8wJcH1gwpD-TrC9sYazFCnA_P8gr70QMp1hfgj4V2kAAvumx8TG8-Qd2QeF76ObCAPQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|DIVORCED|>= 12|MOLALE|NS|MOLALE|PRIVET||NOTAVALIABLEYR0|6|6|5/3/2023|USSD|8/29/2020|INACTIVE|1|670.271666666667|1.16666666666667|0.666666666666667|1.5|9/30/2024
ADAMA DISTRICT|gAAAAABnTu6KyyOOAjnPiDisReEE8dUU-p6iMUY9C9qY0EA4R0Id95CruWPL7rj4AKJURDeEFv8xpN1MlEIqRy_fP89wgi3PUA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|KERSA|ARSI|KERSA|SELF|1000-10000|4000.00YR48000|2|2|5/4/2021|USSD|3/14/2024|INACTIVE|1|40191.7525|0.916666666666667|0.75|1.66666666666667|10/21/2024
JIMMA DISTRICT|gAAAAABnTu6KZb8bJp0EpOP_INFWpRvoyX6-zNKjqL-1qZUxbSPIGduqEoxccWwo6iFSOQqVr6GH9jXGWzGI8SGFijW074V5nw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|TEPPII|SHEKA|GECHA|OTHER||NOTAVALIABLEYR0 |1|3|9/29/2022|USSD|9/5/2023|ACTIVE|1|42.9166666666667|1.58333333333333|0.0833333333333333|0.166666666666667|8/24/2024
MEKELLE DISTRICT|gAAAAABnTu6K_sOTMGtb-5jZrt3QLDtPhfJGkTTOZ2_YpTLkTAa0QYKq7JibMPRnwBxTtvOSTN-PMbyrhxGQR43ZXKC4E_oVoQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|ALAMATA|N/WOLLO|ALAMATA|SELF EMPLOEYED||NOTAVALIABLEYR0|1|1|12/28/2023|USSD|12/30/2023|ACTIVE|1|21692.3908333333|19.5|0.333333333333333|2.08333333333333|11/22/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KXhSmONMrPpWf8O7uwBuIYgAePTr3J2PyJI4SViX_X1mQykq6f1w4Gv0UNhg5UwpqK_Zp0GCYwwjUqPui3_L6nQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE||JEBA|EAST GOJJEM|B/DAR|PRIVAT|||1|1|11/29/2019|USSD|11/20/2024|INACTIVE|1|3479.22666666667|1.41666666666667|1.0|0.583333333333333|11/20/2024
JIMMA DISTRICT|gAAAAABnTu6KFUU3lXr6x61Ko6ZBi6_mb5XtgTIYGQhqGyLgjBdmjbPy1kHOctoNebwBXfGEvrWNkFfvp8Xl-Y22qXX8T2fdGg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Degree|GAMBELLA|AGNUAH|GAMBELA|PRIVATE|1000-10000|5000.00|2|2|3/27/2024|USSD|4/26/2024|INACTIVE|1|41899.94|2.33333333333333|0.166666666666667|2.08333333333333|11/20/2024
HAWASA DISTRICT|gAAAAABnTu6KUH5f62wPVADJkLxVVyMi7IeavarMfBxU3duEQxT-AfPA0TfbvXf_yQmcoJkriaAlfRoJ1nEkS7mrccb2rElGRQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|MASANA|KEMBATA|SHINSHICHO|PRIVAT||4000.00YR48000|2|2|4/24/2024|USSD|5/13/2024|INACTIVE|1|275.056666666667|0.583333333333333|0.416666666666667|2.91666666666667|11/20/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KIBNXElioWGsF32Xjpgm8wVNUxORdWLU1VjGWWa5ey94fPJMryElwp9SFDWLxMHgmZgG7wGgltYITX8MwdHnk7g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|BAKONA|AWI|ZIGEM|Not Available||NOTAVALIABLE YR 0|1|1|1/16/2023|USSD|12/13/2023|INACTIVE|1|1651.57|0.416666666666667|0.916666666666667|2.5|11/19/2024
DESSIE DISTRICT|gAAAAABnTu6Kx2NItE5gKbpLbDXRsDnoBpLr3vcwB8InEqC-gfPjpK9oFsEA_W286uGomh2_hPjeUKU2rFSuHpvUpQvDxjz0MQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|DESSIE ZURIYA|S/WOLLO|DESSIE ZURIYA|OTHER||NOTAVALIABLEYR0|1|1|9/5/2023|USSD|9/22/2023|ACTIVE|1|5289.9925|10.8333333333333|2.08333333333333|0.166666666666667|11/21/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KJCSx22XRpYZRQecpAWxQxuQi9qhZ47h0EIxs1PER7RuPc8wyIuM7lQ-Zy_lAtWyIrJPtLrZqkFM4zvgKJb-mGg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Not Available|DM|EAST GOJJAM|DM|Not Available|1000-10000|1000.00YR12000|1|1|7/20/2022|USSD|12/18/2023|INACTIVE|1|505.004166666667|1.5|3.91666666666667|3.16666666666667|11/15/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KuuQCVbliQwCqb4Aw2-ayAH0wjdrxwwCJQdyiQ8c2PE9xj_J6Pm4r3iUNTbInOejYjotMfk6eEJmArXowUEcaaA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|EENFRANZ WOREDA|S/GONDER|DT|TEACHER|1000-10000|1000.00YR12000|1|1|6/21/2024|USSD|7/4/2024|ACTIVE|1|4.16666666666667|2.58333333333333|0.416666666666667|0.25|11/20/2024
ADAMA DISTRICT|gAAAAABnTu6KLjl_ZWdzmM8v8bbe7-bjvoVjxCZHtR0i1G36JytHSEPXRGf6FaP0bEa4oxof52IWtb27u4XeJXz-MPrmKD9nBg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|ADAMA|E/SHOA|ADAMA|PRIVATE|1000-10000|NOTAVALIABLE YR 0|2|2|4/22/2021|USSD|2/9/2024|INACTIVE|1|448.6625|0.333333333333333|0.333333333333333|0.25|9/17/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KdFNHbfHhV6yjtwbojrBua9RFiwtONoYIhm7FyOZw9IROMsyW9eYv6TLrqWBiCpaCG7IXjJ_pCl6xpobFangl0Q==|INDIVIDUAL|INDIVIDUAL|FEMALE|ER|MARRIED|<12|ASMERA|NSL|AA|SELF|1000-10000|3000.00YR36000|2|3|5/17/2022|USSD|12/20/2023|ACTIVE|1|7054.45666666667|17.0|0.333333333333333|1.08333333333333|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Kvyo9o1gB4dmDmljYBI-KdHsJzQyOhBphjEtbgl68vtS0Wt2PNUIoR6yqPwKWxp8ViUJw12He6PEBBEGTPwIj-g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|AKAKI KALITY|AA|SELF EMPLOYED||NOTAVALIABLE YR 0|1|1|5/10/2021|USSD|11/21/2024|INACTIVE|1|330.261666666667|0.333333333333333|0.583333333333333|0.416666666666667|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6KmfStF4MVKLADH6XdMMt1e5KGgSOVo0o71_vDyu-2W5CzBJowkE2i91dKIIZuWF1vX5haCrtKS1u9nXIFNdRxhw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>=12|WOGELTENA|NORTH WOLLO|WOLDIA|STUDENT|1000-10000|5000.00YR60000|1|1|3/11/2024|USSD|3/12/2024|INACTIVE|1|65.7775|0.416666666666667|0.333333333333333|0.5|10/25/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KPv5QjbiNjnZIWfiYnnN3T3rNoe5sBKycMmJffVptFLcjZaJ_vY9sv-jMfHvqDG2FxvtL2mwYz7xDb78XC-3dfA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|AA|BOLE|AA|PRIVATE||3500YR42000 |3|3|4/19/2022|USSD|4/30/2024|INACTIVE|1|24777.3875|3.16666666666667|0.0833333333333333|0.166666666666667|8/15/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KIhnw0kAR2qig2AT2mKi05NLOtEn_Us0KSctzfj7WMsT7-oDWUVgHYuiJrFp2n6fQ7AD9Y0uo_XJg6fpYgSjlDw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|DIVORCED|Degree|AA|YEKA|AA|Private|1000-10000|7000.00YR84000|3|3|9/23/2020|USSD|10/19/2020|LOST|1|6826.935|0.0833333333333333|0.166666666666667|0.0833333333333333|8/22/2024
BAHIRDAR DISTRICT|gAAAAABnTu6K9iGQ9UBwOVS1wX_MgZgbZA8yo4nofX46Y00oKOjEPxu9lDm2JGp4WaEkOj0NcvbPtM-z3DdmIvNc8M7MPquhRQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|BDR|WEST GOJJAM|BDR|PRIVATE||2365YR28380 |1|1|5/23/2022|USSD|9/20/2023|ACTIVE|1|839.389166666667|5.0|0.25|0.416666666666667|11/14/2024
DESSIE DISTRICT|gAAAAABnTu6KjCnvsTqZlUHCVPvtVcygrsDrl8qM9CLS4SLkWEX6A3uKw0iOLEAhfoubkb9w5acR08rmcJv-EaE1zVqW5xCG-Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|TAJA|N/WOLLO|GASHENA|Not Available||NOTAVALIABLEYR0|1|1|5/10/2022|USSD|1/29/2024|ACTIVE|1|10775.9466666667|13.75|0.833333333333333|1.5|11/16/2024
HAWASA DISTRICT|gAAAAABnTu6KoATYb2kmpUo7aNhr3hRCcHZpzMPPx3oq1E0xN70hhZsYqqhr-UzObo7zcf6LKNFmuYV_Ows2GkiKzdp6oMTHgw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|BICHENA|ARBAMINCH|ARBAMINCH|STUDENT|1000-10000|1000YR12000|1|2|10/11/2019|USSD|11/8/2024|INACTIVE|0|52.6916666666667|0.0833333333333333||0.0833333333333333|11/12/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Kw8X_HDEtIhGTDVgw9YTn9KoOT074Fe3oX21yymS1VwLwBH6jxkO8W7kMEmeqnlD_xpdhvsARbDZjy9iEtI3V7w==|INDIVIDUAL|INDIVIDUAL|FEMALE|ER|SINGLE|Illiterate|ER|LEMIKURA|AA|PRIVATE||NOTAVALIABLEYR0|3|7|9/21/2023|USSD|11/18/2023|INACTIVE|1|13657.5541666667|3.25|0.416666666666667|6.83333333333333|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KrTOeBD0Qoyb6vuuHO--Be1qriPZVf4ohIqlRthPB-dNICS_dux4GPdXbYEx6mAXSe8VWEZjFqO04NlTN3USAlQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|ET|YEKA|AA|PRIVATE|1000-10000|5000.00YR60000|3|3|2/14/2023|USSD|6/13/2024|ACTIVE|1|35.625|0.5|0.416666666666667|0.333333333333333|10/14/2024
HAWASA DISTRICT|gAAAAABnTu6Kp7SpZ5nYp50p-wA_U2yPH_V4MDuKyA6tcxqw0tBvegPqv3WCw2mpQw8wWGboc3XcK_q4BeiWyckIdRIcZLbgZw==|INDIVIDUAL|INDIVIDUAL||ET||||HADIYA|HOSSINA|SELF EMPLOYED||NOTAVALIABLE YR 0|1|1|11/9/2020|USSD|2/26/2024|ACTIVE|1|10986.3366666667|2.75|0.833333333333333|0.333333333333333|11/15/2024
ADAMA DISTRICT|gAAAAABnTu6KeiGNoYYAKmzTMOSupP_Kro2KGNN1IHwGsYDqVip9k0P3NTVQuJrf9ZiZwub0KxkDNYr4I9FksWPCFG0tQdPkgw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|MEKI|E/SHOA|MEKI|PRIVATE||NOTAVALIABLEYR0|1|1|4/24/2023|USSD|8/25/2023|INACTIVE|1|15471.6408333333|5.91666666666667|0.166666666666667|0.0833333333333333|6/2/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KQpPwVikt1zf-7PIGfdnEW1jgRibdZ67kRBOQmiB_AjyFiTuvxIY5QKVet74HKCZPsgW5GkNNasridcqkv0EONQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|BOLO|N/SHEWA|ENWARI|PRIVATE|1000-10000|2000YR24000 |1|1|6/3/2022|USSD|12/9/2023|INACTIVE|1|17668.3766666667|1.33333333333333|0.0833333333333333|1.25|10/10/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KTxxbvUJSBF5n6CakkqIIppJeqQ4e595N8vbj9aVOrk3r_Hz7zLpGe85LXgrUicz7e0I_PHSU7deBv6EkoZHR1w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ADET|W/GOJJAM|ADET|PRIVAT||3500YR42000 |2|3|3/23/2020|USSD|9/13/2023|ACTIVE|1|6440.56666666667|10.1666666666667|0.25|0.5|11/11/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KsmlBvhrDbQpzFZ_H1XC-jj_OLWgawq5XeSq6WvfLOKjpHEl6OsQsoAXs34V7deOraunbpIF5Bd0LnUDih1YncQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|SARANBA|NORTH SHEWA|DEKAKIT|PRIVATE|1000-10000|NOTAVALIABLEYR0|1|1|8/27/2018|USSD|6/17/2024|ACTIVE|1|6602.77833333333|3.25|0.25|0.583333333333333|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6K7loNCW5PZag1hOr6zWLQUlKL3seESpObWHvdtyEm4vhfDaJgKT1AshxRvEhA2uYEUiMQbNzz7K1S3GVDv-IYOQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|AA|SHERE|TIGRAY|SELF||5000.00YR60000|1|1|9/23/2024|USSD|10/4/2024|ACTIVE|1||4.33333333333333|0.0833333333333333|0.166666666666667|11/16/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KGaE3dpBRzmExUhHDnMaeIYdTnjGngiIqUl9hJ-g0QGZns0JNQba58lb-Pmb95Vols8RjJhVVA_cEpTc3GJpQqg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|BDAR|BDAR|BDAR|SEARCHER|1000-10000|1500 YR 18000|1|1|9/21/2021|USSD|11/4/2023|ACTIVE|1|6918.13833333333|16.5|0.166666666666667|1.91666666666667|11/21/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KbJB2Mx_qd61whkVov4_qLKJ0mvwSxXQGlOpE_4D379gq3lmDCDJA0VokGJf7u83QNrSdSgUYxIS2yid5RqyWjw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Degree|KONCHER|EAST GOJJAM|DEJEN|EMPLOYEE||17308.00YR207696|7|9|3/30/2021|USSD|6/27/2023|ACTIVE|1|23423.5825|21.5|1.91666666666667|17.25|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KLlN9q5gINBJ1jsAOV6u0Gr12PoSdbYQsBsVIFAumzWY6EsFhT3SChOah-oQSNOojr0iAZpz5KPlWrnJ5t3hpeQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|AA|BOLE|AA|PRIVATE||NOTAVALIABLEYR0|1|1|4/18/2023|USSD|12/21/2023|INACTIVE|1|64877.6866666667|4.83333333333333|0.416666666666667|1.75|11/15/2024
JIMMA DISTRICT|gAAAAABnTu6Ki-4y2o0tW2ZHXkhTppXoMk5UhmPy06yaVV5NG6-DaHaPqPuOo2FUA1CaIL0ZzGYSzIc5cf02vXx-3j3CaCf6GA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|WOLLO|GAMBELLA|GAMBELLA|NGO||NOTAVALIABLEYR0 |2|2|6/11/2022|USSD|6/7/2024|ACTIVE|1|141793.079166667|8.25|1.08333333333333|2.75|11/20/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KnZwiYew3JOtzRdAotocFDNLcBbpR8-4V6SQCVblUhhwNmEIn-Fkz6nxWCv_9lU39SVuiRqNzs_MOHgqa-LR7Fg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|D/B|N/SHOA|B/DAR|PRIVATE||2900YR34800|2|8|11/26/2016|USSD|12/4/2023|ACTIVE|1|6154.79916666667|7.83333333333333|0.583333333333333|1.58333333333333|11/18/2024
DESSIE DISTRICT|gAAAAABnTu6KssICzhyGoyvm8vS2E8Opr0u2iE0tQWgL0VR5sLJnAkrMdmoVhoV0tqj3MXw9wPsUh1Kf9doygiYrZsNnY1fr3A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|SEMERA|SEMERA|SEMERA|SELF EMPLOYEED|20001-30000|NOTAVALIABLEYR0|1|1|7/15/2023|USSD|9/23/2024|ACTIVE|1|23733.3333333333|2.16666666666667|4.58333333333333|2.08333333333333|11/8/2024
JIMMA DISTRICT|gAAAAABnTu6K9JnnT7MV91nNMltsE_u8ADqW7Kg4722JSEiQvfDhKCTpWF-1y9tNdTFNppLHkgf12Etb3lg-SFZpsJVeNJPojg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|DECHA|KAFFA|DECHA|SELF EMPLOYED||NOTAVALIABLEYR0 |1|1|6/23/2021|USSD|12/30/2023|ACTIVE|1|2597.70083333333|6.83333333333333|1.0|1.41666666666667|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6KpdXFh45d-HfEZbNFNZdTNdc_HeXgwiIrIGnx5pu3V9iK9F17TtmRtdxHW3Hy1uorPwSbwnfg21XiN67LXP0feA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|RAY KOBO|NORTH WOLLO|BAHIR DAR|STUDENT||NOT AVALIABLE|1|1|6/26/2020|USSD|6/22/2023|INACTIVE|1|918.851666666667|0.5|0.416666666666667|1.41666666666667|11/14/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KqZ_Sht3H5rDUQDZPveenZWwQIrsVmx4IxOOVawI6Riygc_KiJc-buGGY02r4leUhaMtwL8ityTxthGP6z7sC6A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|BOLE|AA|||NOTAVALIABLEYR0|2|3|12/7/2020|USSD|10/28/2024|INACTIVE|1|1126.18583333333|6.25|1.16666666666667|0.166666666666667|11/9/2024
