DISTRICT_NAME|CUSTOMER_ID|SECTOR_NAME|INDUSTRY_NAME|GENDER|NATIONALITY|MARITAL_STATUS|EDU_BG|PLACE_BIRTH|SUB_CITY|TOWN_COUNTRY|OCCUPATION|CUS_SALRG|NET_MONTHLY_OUT|NO_ACCT_TYPE|NO_ACCOUNTS|CUST_DATE|CHANNEL|MB_DATE|KPI_STATUS|CARD_USER|AVG_BAL|AVG_NO_TXN_FT|AVG_NO_TXN_TT_CR|AVG_NO_TXN_TT_DB|LAST_VISIT_DATE
HAWASA DISTRICT|gAAAAABnTu6JbQrTsdc7d52HKq0ckLNVr4IJABFAhG6FCBZ7itawkMt3BdsNtgAnVdDF9POAYHIY0p1i8D5EURLvJpxwi3sAug==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|BUEE|GUJI|SHAKISO|SELF EMPLOYED|1000-10000|4000.00YR48000|1|4|12/5/2017|USSD|11/14/2023|INACTIVE|1|42248.0458333333|3.83333333333333|2.75|5.66666666666667|11/20/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JJ7JK-Pplt9f2m5iP7zP-Xskj1fFQFEUWZAn8EHxxIMV4vBjEWmfGqauXscflHp8XJKN8mpyrWWyJGB7d_ydGzA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ENEGODIE|YEKA|AA|EMPLOYEED|1000-10000|5000.00YR60000|3|4|8/10/2020|USSD|4/1/2024|ACTIVE|1|871.126666666667|7.5|2.75|0.666666666666667|11/22/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JWMAdOLMmNcqdFDjlbwys0sHT6oz6DUbXGBugeZeEINFCIPnA3zvJQuBAOeGckN2-poU3CD80jITWilkLT0Y3JA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|ARMANIYA|HARAR|HARAR|Private||NOTAVALIABLEYR0 |2|3|7/25/2022|USSD|2/28/2024|ACTIVE|1|191.995|7.0|0.416666666666667|1.5|11/20/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JIh62n7tpzEfu-Le7-fckVmQMZ-SCY6PNx8bI_jq21WAJ5NwyJsN2YGWbUCFK9LgDCDqJXNOf9Esxw4gyPgeFLw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|OROMYA|GULELE|AA|SELF EMPLOYED||1000.00YR12000|1|1|4/19/2024|USSD|7/2/2024|INACTIVE|1|2830.36583333333|0.333333333333333|0.0833333333333333|0.333333333333333|7/30/2024
MEKELLE DISTRICT|gAAAAABnTu6Jh6y7Za0JCArs459-LjTO4rJHJEsjNzwBSkoe6IBgOpltGR4AwWwhVSV7DnS45ht4S1xQ11ASwQ2dfN-jK9AQjA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|MEKELLE|ADI-HAKI|MEKELLE|SELF EMPLOYED|1000-10000|6000.00YR72000|1|1|6/29/2024|USSD|7/2/2024|ACTIVE|1|250416.666666667|0.583333333333333|0.0833333333333333|0.0833333333333333|8/19/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JVj-SFBw5L-vP_y78Y0XWOnXFh5v4DP4ErTE-X47NXJwXxAh488QejWftDPEbuJ9nBZC_qrPHmI6KjLVCeyKRoQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|TIGRIE|WEST GOJJAM|DAMOT|TRADE|1000-10000|2000YR24000 |1|1|5/25/2019|USSD|6/1/2024|ACTIVE|1|3732.07|1.33333333333333|0.666666666666667|2.66666666666667|9/30/2024
MEKELLE DISTRICT|gAAAAABnTu6JMizDK41-__OTRfxsKypC5FrFABsffBNqjKFSAUzioQ8oySEgmihYtmrLBECqJE-TiINH1JVm3ukBokc4HuIWdQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Diploma|E/MEKONI|SOUTHERN|MAICHEW|PRIVATE|1000-10000|6000.00YR72000|2|3|5/19/2020|USSD|7/25/2024|ACTIVE|1|86.3033333333333|5.83333333333333|0.916666666666667|1.33333333333333|11/5/2024
JIMMA DISTRICT|gAAAAABnTu6Jl7oYpKAgD1kvkzm3yt6T47AyolIsPKfRs8ELgXwSRVL2oG8QeMWpmji1YZvEZ7NzZuJCoaGDMYaRFHE7lE-mCQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|AA|KOLFE KERANIO|KOLFE|Private||3000.00YR36000|2|3|11/26/2021|USSD|11/28/2023|INACTIVE|1|4124.685|3.58333333333333|1.75|0.333333333333333|10/8/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JbvLN9vQ1Fy1iOO_OvLhw0t1aY5OoL_y1bHPoxY1R8zPzCordHoiukemIYSjEYQkmkRFrYAgIicFZuk5xxH2z7Q==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|>= 12|PAWI|AKAKI KALITY|AA|PRIVATE||NOTAVALIABLE YR 0|2|2|10/29/2019|USSD|6/6/2023|INACTIVE|1|57192.9858333333|4.66666666666667|0.833333333333333|0.416666666666667|9/28/2024
DESSIE DISTRICT|gAAAAABnTu6JMj3L_NAfpzWaxYIQ2K3YxnWPZIq9BEiQ8pMQXy-_vgqNdQoa1tw0wf6qKOQo71w_J_nSgBqyAPJsnDBeXhCRTw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|ADISAMBA|SOUTH WOLLO|ADISAMBA|PRIVATE||NOTAVALIABLEYR0|1|1|9/28/2022|USSD|9/24/2024|INACTIVE|1|356.301666666667|1.08333333333333|0.833333333333333|0.666666666666667|11/17/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JsXsqqiUnV9dCARiDpRUtn4KPKg7Rv3WdypHJ9oUi5IDFGWt9jJ4Bm4AYUR1CiBdqPi1UXPhYKnNKXJ3VX5D6FA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|>= 12|AA|YEKA|AA|P||5000.00YR60000|2|2|12/19/2020|USSD|11/21/2023|ACTIVE|1|130210.7125|9.41666666666667|0.166666666666667|4.91666666666667|11/21/2024
WEST ADDIS DISTRICT|gAAAAABnTu6J5NsuGmWeiVgV-jbYsSVOy3il2B3uWsOM18rqSOoXMNlOmzDx4vbqRigHAckbZ083y3KZdCwHVJvuLe_lyO5huA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ET|DEBREMARKOS|AMHARA|PRIVATE||NOTAVALIABLEYR0 |2|2|10/26/2021|USSD|9/25/2024|ACTIVE|1|175.995833333333|2.58333333333333|0.166666666666667|0.833333333333333|11/19/2024
ADAMA DISTRICT|gAAAAABnTu6JUaTk-nmbgE0wc3uwPmAb0aqzqzhystOjjd-6UmnahMiyGR7P8dBsdXJAHvHeSUozsCPgpZ1hsPAC-ayKt0ZcMA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED||WELLO|AWASH ARBA|AWASH ARBA|PRV|||1|1|5/22/2020|USSD|8/31/2023|ACTIVE|1|773.488333333333|4.0|0.333333333333333|0.333333333333333|8/12/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JfeRBn1ZEIiAyWZK5UcBtigSh0brQjKE_RflYLnmU-LLAVZTrxM9MW8fxiYakKZR3mvrAVUdvClFaa4SN15Zj1w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|WEFLA|WAGHIMRA|WEFLA|SELF EMPLOYEE|1000-10000|2000YR24000 |2|2|8/6/2021|USSD|12/16/2023|INACTIVE|1|2145.0775|11.4166666666667|1.75|1.91666666666667|11/16/2024
DESSIE DISTRICT|gAAAAABnTu6JdQb4hEyChMInkXB_Vs4aXyKA2H4UH1mv3-AvxdZVVAwFZZqiUmBLjtBMAKM6solg3QyfKXqZDW9qmHQ0Dwa8Hg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|HARBU|HARBU|S/WOLLO|JOB SEARCHER||NOTAVALIABLE YR 0|1|1|1/29/2021|USSD|3/9/2024|INACTIVE|1|2133.33333333333|0.25|0.75|0.75|6/11/2024
ADAMA DISTRICT|gAAAAABnTu6JHRF9gV6U5rNXw2Om9wqZu9TQNYy0gzMWJzru7zs75ZIC_WzCYqNtlHCUk6jRd30MbdWZyfnQiXMBtZXKbGzbUg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|ADAMA|E/SHOA|ADAMA|SELF employed||NOTAVALIABLEYR0|6|9|4/28/2017|USSD|8/30/2023|INACTIVE|1|854634.23|20.9166666666667|0.0833333333333333|4.83333333333333|11/18/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6J7UUZcQcm0dPWaB747Jjf-nkUR9k78Lh3NS2PtQhc4ZM8rAYkD7p_F-zbfsdYU3PwlJSRWbAXSgd7y4mq4CRBKg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ET|LIDETA|AA|PRIVATE||6000.00YR72000|2|3|2/16/2021|USSD|5/11/2024|ACTIVE|1|29858.8666666667|7.66666666666667|0.0833333333333333|0.583333333333333|11/21/2024
PRODUCTION-HEAD OFFICE|gAAAAABnTu6J3O7_MfFFOTjtdUeva9EjKGo4Ki4sqDKPnmc0Gxar7mgWA7AFoLOHiXo-afwaB4us5_Q6BkM_K3oP9vR5NAe-Jg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED||S/SHEWA|YEKA|ADDIS ABABA ETHIOPIA|SELF EMPLOYYED|||1|2|12/1/2012|USSD|1/15/2024|ACTIVE|1|45184.7408333333|3.83333333333333|0.0833333333333333|2.25|11/20/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JK_BLDPsq64-9IPoJugAYsOYRK-z6ocDKERCj-7NYzV-8mOS05f3CxpiQLkSiJYrVSsJN9TQ6_c_ttSvQQvynEA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|GINCHIRE|YEKA|AA|PRIVATE||3500YR42000 |2|2|5/18/2020|USSD|3/1/2024|INACTIVE|1|17471.2675|1.41666666666667|3.08333333333333|7.08333333333333|11/2/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JUXjWy0RzX1qP1A0xm-w7FrB6xCd0hr0e8qIHXmu3rtUF8IPyMVhzw7AnWA4VFVFOXQUtY4wDf08U2mssqt_apg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|MIDA|N/SHOA|MERAGNA|Not Available||NOTAVALIABLEYR0|1|1|10/12/2020|USSD|7/9/2024|ACTIVE|1|79.0683333333333|1.75|0.166666666666667|0.25|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JTpQl3-FnwplwAG4ZmCHIP63mdAko2WtBKIqIjzzqa0YnjoIFuHyh1aWpK5aKUCZfjTcOfg9zwzXLbZNzLqS22g==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Degree|AA|YEKA|AA|PRIVATE|47001-60000|5000.00YR60000|6|6|12/2/2022|USSD|12/26/2023|INACTIVE|1|636.820833333333|5.75|1.25|1.25|11/9/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JCR5XjDmeMz5u9Kg7wv2T4Z9-mGafEyVOQ-ZugQ_pBCxoIBVcJ5rWr3TQ5j_gJM56OS39Bx-f5op1bkJZLYVTiQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|MOTTA|TANA|BDR|PRIVATE||NOTAVALIABLE YR 0|5|5|5/29/2020|USSD|3/4/2024|ACTIVE|1|3350272.795|3.41666666666667|0.416666666666667|0.666666666666667|11/18/2024
HAWASA DISTRICT|gAAAAABnTu6JyGGjFqGOITi_Bsglftt7WwRItDMZamIS0jugpiiOI0jjMwX8c9uT965Qqj4_-_wzz_GEcKlsALjo8qUe2KRo6Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|BODITI|WELAYITA|BODITI|PIRVATE||200YR2400|1|1|7/8/2022|USSD|8/31/2023|INACTIVE|1|8184.23916666667|3.58333333333333|0.75|0.5|10/23/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6J5tL83VYJld9Bq8bxFGSJ4M0cSfSpB05FsxdieQFAoghwui2QNuzuNJ_oTRpg17LVL9ywpcdW6wYpJ2r-ueanLQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|E/SHEWA|E/SHEWA|DUKEM|SELF EMPLOYED|1000-10000|10000.00YR120000|1|1|1/2/2024|USSD|1/19/2024|INACTIVE|1|1453.0675|0.25|0.166666666666667|0.25|3/9/2024
HAWASA DISTRICT|gAAAAABnTu6JS-I_mcEQMxhS8R-akpgmF7VodO0Vu_eVu02PrXRyGxhsUwuxxP1lXqzT477kOTDLJnCQJtMFWg3OpFnGg-p3sw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|SHASHEMENE|WEST ARSI|SHASHEMENE|MERCHANT||NOTAVALIABLEYR0 |3|3|9/22/2012|USSD|12/25/2023|ACTIVE|1|544918.2025|2.0|1.83333333333333|0.416666666666667|11/20/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6J9NiT5vbiJ6V4MHJDjuSM4lzPesgAphjLnw1HasT1rcooHXdxJjbCBKJieEs3H2fiixOB8GcEcf8yvbw47cx6og==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|A.A|AKAKI KALITY|A.A|PRIVATE|1000-10000|3500.00YR42000|1|1|3/23/2024|USSD|8/27/2024|INACTIVE|1|1204.01166666667|0.666666666666667|0.583333333333333|0.166666666666667|11/14/2024
DESSIE DISTRICT|gAAAAABnTu6JaBmOpM1hBZXHLo63U4jhsntooeWiqwMFO0a0z_YVldotKhX9lxU8gkfS5Ivu2ppIkt_PCTbKZ2f1Aui51YBE7w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|WOLDIA|N/WOLLO|LALIBELA|PRIVATE||7000YR84000 |2|2|2/8/2020|USSD|8/11/2023|INACTIVE|1|16783.735|1.25|0.75|0.916666666666667|7/26/2024
HAWASA DISTRICT|gAAAAABnTu6JSjMTpkN3r3cKL2bxFJiiAmv--n-DPtRRbBkxf1h2t6CRhyIffDjsKK08Thf9uPfupHhV9LbTeQZ0lm9FGwd6dQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|MORISITO|HADIYA|HOSSANA|SELF||NOTAVALIABLEYR0 |1|1|6/5/2020|USSD|1/31/2024|INACTIVE|1|7197.1175|1.08333333333333|0.583333333333333|0.166666666666667|11/14/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JOQ2DEC5biplYWfdJw_XQqqQKXgeuFzjOKtFhP4H2eMgZkLs4kDOVdNbOxgezZcT_gp8t_bIg4KS1VBy-EB-B1w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|HARAR|HARAR|HARER|Private|1000-10000|5000.00YR60000|1|1|8/29/2023|USSD|9/6/2023|INACTIVE|1|48878.2666666667|1.91666666666667|0.333333333333333|0.166666666666667|5/29/2024
HAWASA DISTRICT|gAAAAABnTu6J-dsYVb4jJ2kzGfega-OYEhDjIQcLfXn2yLZi2INR8r5cHlecXgaE_b7SHEcfEIk-WGzgGgxf5cxdUYfKeHrklw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED||NEGELE|GUJI|NEGELE|SELF EMPL|1000-10000|2500.00|1|1|10/17/2020|USSD|10/20/2023|ACTIVE|1|11150.55|4.16666666666667|2.16666666666667|0.916666666666667|11/20/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JhyUOXEHCzZkwvKRkCTLFrFCSJIxnD_MvpWvdhYTOLKQ8R3QgQ5C5xhXzIYmZMQiQ52YBqdfuzpez60ENKaokMA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|HAWASSA|WOLAYITA|HAWASSA|Not Available|1000-10000|NOTAVALIABLEYR0 |4|4|7/26/2022|USSD|4/30/2024|ACTIVE|1|807.3725|9.33333333333333|1.0|0.5|10/19/2024
DESSIE DISTRICT|gAAAAABnTu6JbH0WcvzofgEZ_P4nyX41PWRZ1PSoARlMEI-5Vf27EF1LD7dtnEydsYa9nbQ_OC879FDC9Cob0ce0BcsyF_d9rQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|D/SINA|NORTH SHEWA|DEBRESINA |Private|1000-10000|NOTAVALIABLEYR0 |1|1|12/23/2019|USSD|3/10/2020|INACTIVE|1|55585.5891666667|11.5|10.25|0.0833333333333333|11/21/2024
MEKELLE DISTRICT|gAAAAABnTu6JxEs6s0f_ycMNABySgNbWzqSNphr9FaLsCwjrY1IMaM7seB7L689WhpIBYlfRua9o_79XUH9r8RS2MayDrmPj0Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|MEKELLE|MEKELLE|MEKELLE|SELF EMPLOYED||NOTAVALIABLEYR0 |3|3|1/9/2023|USSD|11/6/2023|ACTIVE|1|63.5625|7.33333333333333|0.583333333333333|0.0833333333333333|11/7/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JFbMGLccIl2aMq_xfqFLMZtSMyTIiak1E9iyMJKnUe2D_pZ5vKGSh6NfBdH4OlGrd5qwjXzUNViAG22kDutNLOQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|ADDIS ABABA|ARADA|ADDIS ABABA|SELF EMPLOYED||NOTAVALIABLEYR0 |1|4|10/22/2020|USSD|1/13/2024|INACTIVE|1|20629.3141666667|8.25|0.25|1.16666666666667|11/19/2024
ADAMA DISTRICT|gAAAAABnTu6JpUW6cqBJsTU4iMRYZXVfF4umxUq2rv-Y8xcIvgUEu3uxcbY_O6ucYPQZ83izopdyX_VnXrLxF8IsLV6ApqQI6g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED||GOBESA|GOBESA|GOBEASA|SELF|||1|1|2/17/2021|USSD|3/19/2024|INACTIVE|1|5799.03916666667|3.33333333333333|1.25|1.16666666666667|9/28/2024
HAWASA DISTRICT|gAAAAABnTu6Jbzr_j7ZBEiWzJdHwK8ECDKYzkhchvrRFAHzcuHyxw3Vzkw7HUbH5hFG_6ShsgRB-RQqubF_98Ke_pgVNsE-WrA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|BUTAJIRA|TABOR|HAWASSA|SELF EMPLOYED||NOTAVALIABLEYR0 |2|2|3/18/2022|USSD|8/16/2023|INACTIVE|1|1400.64416666667|0.0833333333333333|0.166666666666667|0.583333333333333|10/14/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JhKSlnhD7cDgoNf_YK96IdprYXpeNJih9taPW8Rw8KceIyY0zNq053JmICSdQt27f_NfqUr8qDZYBR_PwgbWXaw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Post Graduate|AA|TABOR|HAWASA|GOV.T EMPLOYEE|10001-20000|12000.00YR144000|2|2|8/2/2021|USSD|7/22/2023|ACTIVE|1|15198.3333333333|1.66666666666667|0.5|1.0|11/16/2024
ADAMA DISTRICT|gAAAAABnTu6JtzG4tbKZnJvzD_CLcr6BObaMpEU7mPamnAI9BMK3FgMqXhoH2rrz-Mv3V488h5tqqKwm30fy6jcMksA7KGMovw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|D/SOLOKE|EAST SHOA|ADAMA|SELF||NOTAVALIABLEYR0 |1|2|9/28/2021|USSD|8/21/2023|INACTIVE|1|8256.82166666667|0.25|0.25|0.0833333333333333|10/15/2024
JIMMA DISTRICT|gAAAAABnTu6JeKp2YgfLrhx3g9V-XNStLOfUG91tMSl5EUashdWIrOQdD-OiYgDNJVEcX_8yqU9oPAb2nRzVUw8i8OURMVxdKQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|GECHI|BORACHA|BORACHA|SELF EMPLOYED||3000.00YR36000|1|1|2/14/2024|USSD|4/15/2024|INACTIVE|1|583.333333333333|0.0833333333333333|0.166666666666667|0.0833333333333333|5/13/2024
HAWASA DISTRICT|gAAAAABnTu6J4NJG-mWNxTyTMb45z1DWZ8wvgVln8VgU02SGiN9XdpMt6Z27K5oG5UJzos5pXFBPsl3ZcflCGCcPgpaATz24Vg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|HOSSANA|HADIYA|HOSSAINNA|self-emplyoyed||NOTAVALIABLEYR0 |2|2|10/13/2022|USSD|9/19/2024|INACTIVE|1|21721.7825|5.75|0.166666666666667|3.58333333333333|11/1/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JqrCkZD5Z6PCPYfBclXt9keLQUAT_h7wcTTV0bNzFMJzGfXCvbOF3WbH3yEkKeF9tq3U1cMMmWnyYzywYbCE62Q==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|Illiterate|SHAKISO|GELAN GUDA|SHEGER|SELF EMPOYED||NOTAVALIABLEYR0|1|2|6/20/2023|USSD|10/3/2023|INACTIVE|1|5390.27083333333|6.91666666666667|0.416666666666667|0.666666666666667|11/21/2024
HAWASA DISTRICT|gAAAAABnTu6J867Mz0nnakKIQ0-lrpxLEFoKeJG619_EMzjewd7L00vGYRpdzRm_7goOmg0M3N8GC5MhoifEVRs0cD7D7Y5bfQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|ARBAMINCH|GAMO|ARBA MINCH|EMPLOYED||1000.00YR12000|1|1|8/3/2024|USSD|8/10/2024|ACTIVE|1||0.916666666666667|0.333333333333333|1.66666666666667|10/8/2024
DESSIE DISTRICT|gAAAAABnTu6JWZq_wDcBBTg0hEzDG25bkFUpkxDj7o9yfncSGSXsK87q-g7vpYJZzR6i-gplwMgmDvP5HKO--g3rdh1Ad3Actg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|AKSUM|NORTH WOLLO|WOLDIA|DRIVER||2000 YR 24000|1|3|7/26/2019|USSD|7/7/2023|ACTIVE|1|97707.9766666667|21.3333333333333|0.833333333333333|2.08333333333333|10/22/2024
BAHIRDAR DISTRICT|gAAAAABnTu6J6_0lZHOdLbFE7E0B7FXxqEbRbX6wq34tM5crIZbApzjRSFtgcw8uh5R0T340wKUHMEkQDT3yn68kitoG3Y3kwA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|EBINAT|S/G|BDR|EPOLEED|1000-10000|3850YR46200 |1|1|4/1/2019|USSD|12/25/2023|ACTIVE|1|5423.00916666667|9.5|0.25|1.75|11/16/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JWeHWtfSpP9qYEuIFiWio1kzOGywLsYsyCl1qJh_aS6X9C8gH4yZIEIh1LqBLObTASwtOWDZUzyzO_BvqLSBEEg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|ARADA|ADDIS  ABEBA|PRIVATE|1000-10000|5486YR65832 |7|11|10/9/2006|USSD|6/4/2014|INACTIVE|1|2945568.42583333|5.83333333333333|1.08333333333333|0.583333333333333|11/20/2024
EAST ADDIS DISTRICT|gAAAAABnTu6J8EF24b7A4vwmTNJWmClRVxDjPrW-LEzLTXBMsgBPWNHxlsATz_zr_pN6Gtf5WkklmCdtZz8ZQ3vn0OCjuyih5w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|SHENO|NORTH SHEWA|SHENO|PRIVATE||NOTAVALIABLEYR0|1|1|11/25/2023|USSD|12/9/2023|INACTIVE|1|721.680833333333|0.416666666666667|0.333333333333333|0.25|3/13/2024
ADAMA DISTRICT|gAAAAABnTu6JzJScb82cBJfVCvuUHEc3FRpAcomTBCdqHF-aSw1b60SeF8-MD6YVWOE_SHpV7cSMZznUaLIz1HRsJHhpgrsT8Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|WONJI|E/SHOA|ADAMA|Government|||1|1|3/4/2020|USSD|5/11/2024|ACTIVE|1|452.128333333333|0.416666666666667|0.25|0.0833333333333333|9/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Jrt7OSPzQTrBAxDbvcdP683MVTIVYGg1xQBHiq1cNWU-4TJ1Yn04w9WglymzGkwN6ZZ5XRJgKm8TMYe01X6HyTA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|KIRKOS|AA|EMPLOYED||NOTAVALIABLEYR0 |2|4|3/1/2022|USSD|12/28/2023|ACTIVE|1|2690.34166666667|15.25|0.0833333333333333|0.583333333333333|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Jd2WtI2OJDSaWrmYn5DG-WBUqy35wyeoi_46NcwYY-AgSbRwtOqyd5KdD-5gvttxfA9bBijBzS3OOI9s6xRLbgA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Not Available|ADDIS ABABA|GULELE|ADDIS ABABA|EMPLOYED||10000.00YR120000|2|2|3/9/2021|USSD|11/27/2023|ACTIVE|1|7741.28666666667|9.58333333333333|2.25|9.33333333333333|11/19/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JisQmxzbWftBNyxjoY8ZGkWsB3EYP1x_QdulIryd4-XdA387EiTIxMAtd1_bUuj5St-leAEmjJg1Q7dKPsW9VbA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|BOLE|AA|PRIVATE|1000-10000|5000.00YR60000|1|1|7/23/2024|USSD|9/4/2024|ACTIVE|1||2.16666666666667|0.166666666666667|0.333333333333333|10/28/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JCC_F4QHPpTOlk13pNnjcpA-pRyp6G7zuJSf0wCOWzrrdqEg44CdJtranle9dTR12qVBq2HlZIcbEuQps2eAurg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|TORA|SILTE|TORA|PRIVATE|1000-10000|2000.00YR24000|1|1|7/17/2024|USSD|7/25/2024|ACTIVE|1||2.08333333333333|0.333333333333333|0.5|9/12/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6J7w_jvQUPD73fyWxqHKIcyo4hEe2YNmZ5NgySWqh35RKPIyQppPjXKTZXuOwp8i8daXqI57ZeHYqXzETWQ8n_4g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Diploma|ET|AZERET BERERE|SELITE|SELF EMPLOYED|1000-10000|3000.00YR36000|1|1|7/20/2024|USSD|7/29/2024|ACTIVE|1||5.33333333333333|0.833333333333333|0.0833333333333333|11/19/2024
ADAMA DISTRICT|gAAAAABnTu6JQR1GI7auiM22HxLJQf583kdnBzzGUVrPno62mvrV4CE1tTXw5QdlIFXpTsGg7mO5gEmMssNghL1xwvO-dI4Z8A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|JIDA GOBERBAR|ARSI|BELEGESGAR|PRIVATE||NOTAVALIABLEYR0 |1|1|12/30/2020|USSD|4/24/2024|ACTIVE|1|570.666666666667|1.08333333333333|0.666666666666667|1.25|10/3/2024
MEKELLE DISTRICT|gAAAAABnTu6JAlg7cT7np9jmahzjDjXL454AZpE9Hoz0rc8ZB1DcjbY7iiGWJhNnYjhrGiOaxkWx5F2w0rRbJaWarIRGaUad6A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|E/HAMUS|EASTERN|E/HAMUS|MERCHANT||NOTAVALIABLEYR0|1|1|5/14/2020|USSD|7/25/2023|ACTIVE|1|474.53|7.58333333333333|0.583333333333333|0.333333333333333|11/16/2024
